﻿GUID,Key,Text,Translation
e2836d92-5537-4efa-835d-cfe5cd7693d3,xenonauts-:-null.null-::-tooltips/buttons/launchgc_abandon.json#Name,Abandon Mission,Abbandona la missione
ac8f4443-8a14-45c2-8c35-2436e600502c,xenonauts-:-null.null-::-tooltips/buttons/launchgc_abandon.json#Description,This orders the dropship to return to base. The mission site will remain in place on the Geoscape and will be unaffected by this action.,Questo ordina alla navicella di tornare alla base. Il sito della missione rimarrà in posizione sul Geoscape e non sarà influenzato da questa azione.
fbf29088-8be7-41ec-a715-ef5a55b0e35d,xenonauts-:-null.null-::-tooltips/buttons/launchgc_commence.json#Name,Commence Mission,Inizia missione
c5477613-b70f-42aa-b202-be3a7eac278c,xenonauts-:-null.null-::-tooltips/buttons/launchgc_commence.json#Description,This orders the soldiers in the dropship to disembark and commence the mission at this mission site.,Questo ordina ai soldati della navicella di sbarcare e iniziare la missione in questo sito di missione.
329e8f9c-a56c-4548-8e31-2f1ad3ade45b,xenonauts-:-null.null-::-tooltips/buttons/science_at_base.json#Name,Scientists At Base,Scienziati alla base
2c85d6c5-d0da-4aec-84bc-a30ea4bbb24d,xenonauts-:-null.null-::-tooltips/buttons/science_at_base.json#Description,This is the number of Scientists currently stationed at this base. Each Scientist will fill 1 Living Capacity and Research Capacity.,Questo è il numero di scienziati attualmente di stanza in questa base. Ogni Scienziato riempirà 1 Capacità di Vita e Capacità di Ricerca.
2c1d6d3f-1d38-4e26-899e-80fac2c4428f,xenonauts-:-null.null-::-tooltips/buttons/science_begin_project.json#Name,Begin Research Project,Inizia progetto di ricerca
02d58773-866d-4ed9-a4de-908110df88c0,xenonauts-:-null.null-::-tooltips/buttons/science_begin_project.json#Description,This will order your Scientists to begin researching the selected project.,Questo ordinerà ai tuoi scienziati di iniziare la ricerca del progetto selezionato.
1c21e783-b0ca-44db-b824-cca422154c72,xenonauts-:-null.null-::-tooltips/buttons/science_cancel_project.json#Name,Cancel Research Project,Annulla progetto di ricerca
fa73793d-a623-4a75-83b8-6678efb6a70e,xenonauts-:-null.null-::-tooltips/buttons/science_cancel_project.json#Description,Pressing this button will cancel the research project currently in progress. You will lose all progress made on the project!,Premendo questo pulsante si annullerà il progetto di ricerca attualmente in corso. Perderai tutti i progressi fatti nel progetto!
e45b7398-4637-4030-a7ec-2d94e50773e8,xenonauts-:-null.null-::-tooltips/buttons/science_hire.json#Name,Hire / Fire Scientists,Assumi / Incendi scienziati
5e91896f-440c-42f2-871c-f6b8b6b6120a,xenonauts-:-null.null-::-tooltips/buttons/science_hire.json#Description,This will hire / fire the selected number of Scientists. The cost of doing so will be displayed on the button. Remember that newly hired Scientists will be in transit for three days!,Questo assumerà / licenzierà il numero selezionato di Scienziati. Il costo di tale operazione verrà visualizzato sul pulsante. Ricorda che gli Scienziati neoassunti saranno in transito per tre giorni!
2d40e9db-be4a-4f2c-9bf6-cf5508e70b9c,xenonauts-:-null.null-::-tooltips/buttons/science_in_transit.json#Name,Scientists In Transit,Scienziati in transito
d358b0b4-e38e-4d9b-be3f-ac50215794f1,xenonauts-:-null.null-::-tooltips/buttons/science_in_transit.json#Description,"Newly hired Scientists take 72 hours to arrive at their home base, and are considered ""in transit"" during this time. Staff in transit fill Living Capacity and must be paid wages.","Gli scienziati appena assunti impiegano 72 ore per arrivare alla loro base e sono considerati ""in transito"" durante questo periodo. Il personale in transito riempie la capacità di vita e deve essere retribuito."
a1de99f8-49f7-456c-ae02-c652d463d755,xenonauts-:-null.null-::-tooltips/buttons/science_wage_costs.json#Name,Scientist Wage Costs,Costi salariali degli scienziati
f93d73bb-2537-4fe5-b9d3-e5c719bcceb2,xenonauts-:-null.null-::-tooltips/buttons/science_wage_costs.json#Description,"This is the monthly wage costs of the Scientists stationed at this base. Note that staff are paid their full wages even if hired part-way through a month! To see a full breakdown of your global wage costs, visit the Finance panel on the Geoscape.","Questi sono i costi salariali mensili degli Scienziati di stanza in questa base. Si noti che il personale viene pagato per intero anche se assunto a metà mese! Per vedere una ripartizione completa dei costi salariali globali, visita il pannello Finanza sul Geoscape."
e3911c99-68a3-4ddb-80b5-d757b0f84d9d,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_abortlaunch.json#Name,Abort Dropship Launch,Interrompi il lancio della navicella
102fc291-2c12-4c68-9361-e8b33c107bf8,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_abortlaunch.json#Description,Cancel the launch and return to the Geoscape.,Annulla il lancio e torna al Geoscape.
2c8e696f-6738-4415-932d-c4a5cb0b3786,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_autofill_dropship.json#Name,Autofill Dropship,Autofill Dropship
86eb1457-47cf-45bd-82f0-42a1b99464ff,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_autofill_dropship.json#Description,"This button will attempt to fill any slots in the currently selected dropship with soldiers stationed at the base. Only unassigned soldiers will be used, and they will be added to the dropship in order of Rank.",Questo pulsante tenterà di riempire tutti gli slot nella navicella attualmente selezionata con i soldati di stanza alla base. Verranno utilizzati solo soldati non assegnati e verranno aggiunti alla navicella in ordine di grado.
cc75e46a-6785-4f44-988d-ba7139603bcb,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_launchdropship.json#Name,Launch Dropship,Lancia Dropship
3d22cce2-b932-4dcd-a2de-55dd1b52c5ce,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_launchdropship.json#Description,Accept the current soldier equipment loadouts and launch the dropship onto the Geoscape towards the target site. Soldier equipment cannot be edited once they are airborne!,Accetta l'equipaggiamento attuale del soldato e lancia la navicella sul Geoscape verso il sito bersaglio. L'equipaggiamento del soldato non può essere modificato una volta che è in volo!
c14ef39b-c9aa-4491-acfc-49e41d350322,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_loadout_delete.json#Name,Delete Loadout,Elimina Loadout
37b95961-c5c1-422e-9595-d2cfc34c56b6,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_loadout_delete.json#Description,This will delete the chosen role / loadout (requires that there are no soldiers currently using it).,Ciò eliminerà il ruolo / equipaggiamento scelto (richiede che non ci siano soldati attualmente in uso).
b63acfa7-fe8a-4947-8392-09197f735e56,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_loadout_edit.json#Name,Edit Loadout Details,Modifica i dettagli del Loadout
15204591-97ca-46f5-9438-3b71e9ff23db,xenonauts-:-null.null-::-tooltips/buttons/soldierequip_loadout_edit.json#Description,This allows you to change the name and icon associated with this role / loadout.,Ciò consente di modificare il nome e l'icona associati a questo ruolo / attrezzatura.
ae204659-1c58-40fc-95f2-31699a881ea0,xenonauts-:-null.null-::-tooltips/buttons/soldiers_dismiss.json#Name,Dismiss Selected Soldiers,Abbandona i soldati selezionati
93c92868-bfc9-4e77-9d57-ffdc5b2d9e8a,xenonauts-:-null.null-::-tooltips/buttons/soldiers_dismiss.json#Description,"This button will dismiss all selected soldiers and remove them from the base. Dismissed soldiers will return to the recruitment pool, where they will remain and can be re-hired until the pool refreshes at the end of month.","Questo pulsante eliminerà tutti i soldati selezionati e li rimuoverà dalla base. I soldati licenziati torneranno nel pool di reclutamento, dove rimarranno e potranno essere riassunti fino a quando la piscina non si aggiornerà alla fine del mese."
cfa407bc-fb11-4dec-87da-c8075a54ff71,xenonauts-:-null.null-::-tooltips/buttons/soldiers_recruit.json#Name,Recruit Selected Soldiers,Recluta soldati selezionati
3434a5e7-ee43-4c1b-89ad-75bd81177196,xenonauts-:-null.null-::-tooltips/buttons/soldiers_recruit.json#Description,This button will recruit all selected soldiers to the currently selected base (they will be in transit for two days). Recruiting soldiers requires sufficient funds to pay the hire cost and sufficient Living Capacity at the destination base.,Questo pulsante recluterà tutti i soldati selezionati nella base attualmente selezionata (saranno in transito per due giorni). Il reclutamento di soldati richiede fondi sufficienti per pagare il costo di noleggio e una capacità di vita sufficiente alla base di destinazione.
8418f0ea-6668-4636-9206-48a238255e7f,xenonauts-:-null.null-::-tooltips/buttons/soldiers_transfer.json#Name,Transfer Selected Soldiers,Trasferisci soldati selezionati
709140b9-e433-4b9f-829a-aebe6b10c755,xenonauts-:-null.null-::-tooltips/buttons/soldiers_transfer.json#Description,"This button allows the player to transfer all selected soldiers to another base. There must be sufficient Living Space at the destination base for a transfer to occur, and soldiers will be in transit for three days.",Questo pulsante consente al giocatore di trasferire tutti i soldati selezionati in un'altra base. Ci deve essere spazio vitale sufficiente alla base di destinazione affinché si verifichi un trasferimento e i soldati saranno in transito per tre giorni.
bb7b125d-75f5-499d-914a-df9b2b3c0044,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_autoresolve.json#Name,Autoresolve Attack,Risolvi automaticamente l'attacco
9b352384-fb2e-4bb3-a8d6-171b56d10c64,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_autoresolve.json#Description,This button will automatically resolve the air combat battle between your aircraft and the UFO they have intercepted.,Questo pulsante risolverà automaticamente la battaglia aerea tra il tuo aereo e l'UFO che hanno intercettato.
c6038987-609a-4095-93d1-efbaabdc0108,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_commence.json#Name,Commence Attack,Inizia attacco
516ae492-18b4-45bb-aec5-7120d19f85e4,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_commence.json#Description,This button will initiate an air combat battle between your aircraft and the UFO they have intercepted.,Questo pulsante avvierà una battaglia aerea tra il tuo aereo e l'UFO che hanno intercettato.
b629de37-6cd8-4d45-a425-b7dbd72b396c,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_engage_tailed_ufo.json#Name,Engage Tailed UFO,Ingaggio UFO con coda
d0eb7539-da1b-4f82-910a-b194e14cfa71,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_engage_tailed_ufo.json#Description,"This squadron has been set to tail a UFO, and pressing this button will bring up the interception panel that allows the player to initiate air combat.",Questo squadrone è stato impostato per seguire un UFO e premendo questo pulsante verrà visualizzato il pannello di intercettazione che consente al giocatore di avviare il combattimento aereo.
13642989-9fea-44dd-b8a5-98523c29d0bb,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_intercepted_autoresolve.json#Name,Autoresolve Attack,Risolvi automaticamente l'attacco
1e7f191c-1427-497b-b65a-2f253a1a9325,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_intercepted_autoresolve.json#Description,An alien UFO is attacking your aircraft! This button resolves the resulting air battle automatically.,Un UFO alieno sta attaccando il tuo aereo! Questo pulsante risolve automaticamente la battaglia aerea risultante.
52fded9f-7413-4cdc-8a22-d0568616e298,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_intercepted_commence.json#Name,Commence Attack,Inizia attacco
bffc5aa2-a3f0-4e9a-bbc3-55436160dac1,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_intercepted_commence.json#Description,An alien UFO is attacking your squadron! This button will allow you to fight the resulting air battle manually.,Un UFO alieno sta attaccando il tuo squadrone! Questo pulsante ti permetterà di combattere manualmente la battaglia aerea risultante.
fb9916ff-2630-48f5-b85a-2b7045ff1f9b,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_patrol.json#Name,Patrol,Pattuglia
3e530536-aa04-4fd9-a93f-61e74bdf892b,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_patrol.json#Description,This button will order the selected squadron to hold their current position by flying a patrol route over the local area.,Questo pulsante ordinerà allo squadrone selezionato di mantenere la propria posizione attuale sorvolando l'area locale.
5e9dbd56-25fe-41bd-b138-36c2fa3c151b,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_return_to_base.json#Name,Return To Base,Ritorno alla base
2e9f7245-9f7b-43b7-b577-c62ae5f2a298,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_return_to_base.json#Description,This button will order the selected squadron to abandon their current mission and return to base.,Questo pulsante ordinerà allo squadrone selezionato di abbandonare la sua missione attuale e tornare alla base.
578c0473-3717-42cd-b5f0-efff82ffadf8,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_select_new_target.json#Name,Select New Target,Seleziona nuovo obiettivo
60434c13-0458-4fa0-99ad-6b2a1aac0e2f,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_select_new_target.json#Description,This button allows the player to select a new destination or interception target for the currently selected squadron.,Questo pulsante consente al giocatore di selezionare una nuova destinazione o un obiettivo di intercettazione per lo squadrone attualmente selezionato.
bcc40045-c8f0-4fdf-86d6-44881fbd897f,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_tail_over_land.json#Name,Tail Target Until Over Land,Bersaglio di coda fino alla terraferma
b2c19977-2595-4838-af71-de8cc0667cac,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_tail_over_land.json#Description,"Shooting down a UFO over water will not generate a Crash Site tactical mission, as the wreckage and the valuable items within sink without trace. This button orders your squadron to tail the UFO until it passes over land (at which point they will automatically re-engage the UFO).","L'abbattimento di un UFO sull'acqua non genererà una missione tattica sul sito dell'incidente, poiché il relitto e gli oggetti di valore all'interno affondano senza lasciare traccia. Questo pulsante ordina al tuo squadrone di seguire l'UFO fino a quando non passa sopra la terra (a quel punto si impegnerà automaticamente di nuovo l'UFO)."
8f2cb17e-58f2-42e4-afcf-f1873c3da82b,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_tail_ufo.json#Name,Tail Target,Bersaglio coda
ea9edb8e-a308-49d1-b7d1-097c978f8c4e,xenonauts-:-null.null-::-tooltips/buttons/strategy_aircraft_tail_ufo.json#Description,"If you do not want to begin combat immediately, this button will order your aircraft to follow the UFO. You may then select the squadron and order them to begin combat at any time. Squadrons will tail UFOs until either the UFO disappears or the squadron runs out of fuel.","Se non vuoi iniziare immediatamente il combattimento, questo pulsante ordinerà al tuo aereo di seguire l'UFO. Puoi quindi selezionare lo squadrone e ordinare loro di iniziare il combattimento in qualsiasi momento. Gli squadroni seguiranno gli UFO fino a quando l'UFO scompare o lo squadrone esaurisce il carburante."
95bb0ce3-506f-48b5-8097-efa86269e44e,xenonauts-:-null.null-::-tooltips/buttons/topbar_buildbase.json#Name,Construct Base,Costruisci base
0a93e8b8-f133-47a0-8368-0762e92f1b4a,xenonauts-:-null.null-::-tooltips/buttons/topbar_buildbase.json#Description,"This will enable Base Construction mode, allowing you to place additional bases on the Geoscape. Expanding your organisation across the planet will be necessary to defeat the extraterrestrials! Bases may only be constructed on land.","Ciò abiliterà la modalità Costruzione base, consentendo di posizionare basi aggiuntive sul Geoscape. Espandere la tua organizzazione in tutto il pianeta sarà necessario per sconfiggere gli extraterrestri! Le basi possono essere costruite solo a terra."
4e639956-41c3-4986-90ba-c43258500cc4,xenonauts-:-null.null-::-tooltips/buttons/topbar_fundingreport.json#Name,Funding Report,Rapporto di finanziamento
19d93bf4-03ba-4da8-a077-bf8771ff0ada,xenonauts-:-null.null-::-tooltips/buttons/topbar_fundingreport.json#Description,"This allows you to preview the Funding Report you will receive at the end of the month (based on your current performance). This screen also contains an Expenses panel that gives a full overview of the monthly upkeep costs of all of your bases, staff and aircraft.","Ciò ti consente di visualizzare in anteprima il Rapporto di finanziamento che riceverai alla fine del mese (in base alla tua performance attuale). Questa schermata contiene anche un pannello Spese che fornisce una panoramica completa dei costi di manutenzione mensili di tutte le basi, il personale e gli aeromobili."
5737513f-b53a-4d92-b491-24447721fb3f,xenonauts-:-null.null-::-tooltips/buttons/topbar_launchaircraft.json#Name,Launch Aircraft,Velivolo di lancio
632f572e-214e-4630-8960-c6da19b63919,xenonauts-:-null.null-::-tooltips/buttons/topbar_launchaircraft.json#Description,"This brings up the Launch Aircraft panel, allowing you to form squadrons of up to three aircraft and order them to head for a target (or waypoint).","Questo fa apparire il pannello Launch Aircraft, che consente di formare squadroni di un massimo di tre velivoli e ordinare loro di dirigersi verso un bersaglio (o waypoint)."
9012d006-0c3c-48b7-9d79-b418dda04937,xenonauts-:-null.null-::-tooltips/buttons/topbar_menubutton.json#Name,Game Menu Button,Pulsante del menu di gioco
d692a364-71f6-49f5-a023-8529456c0561,xenonauts-:-null.null-::-tooltips/buttons/topbar_menubutton.json#Description,"This button brings up the Game Menu, allowing you to change the game settings or load / save.","Questo pulsante apre il menu di gioco, che consente di modificare le impostazioni di gioco o caricare / salvare."
665251e8-07ad-4ce1-9d1e-3bdb4033c2d7,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_aircraft.json#Name,Aircraft Screen,Schermo dell'aeromobile
e2fef052-c62e-4f31-bcfc-c79fdc5140bc,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_aircraft.json#Description,"The Aircraft screen allows you to manage the aircraft operated by your organisation. The weapons and equipment of your interceptors can be changed on this screen, and the arrangement of the troops in your dropships can also be changed here. Use the base browser to manage the aircraft stationed at different bases.",La schermata Aeromobile consente di gestire l'aeromobile gestito dalla propria organizzazione. Le armi e l'equipaggiamento dei tuoi intercettori possono essere cambiati in questa schermata e anche la disposizione delle truppe nelle tue navicelle può essere cambiata qui. Utilizzare il browser di base per gestire gli aeromobili stazionati in basi diverse.
b45cc25b-f4a2-45c7-b7bf-7017840aee65,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_base.json#Name,Base Screen,Schermata di base
a3e63467-f251-437e-a7e7-a9ba56528db9,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_base.json#Description,"The Base Screen allows you to view the staff and structures present at each of your Geoscape bases, and to begin construction on additional structures.",La schermata Base ti consente di visualizzare il personale e le strutture presenti in ciascuna delle tue basi Geoscape e di iniziare la costruzione di strutture aggiuntive.
5b3294b4-7d78-418b-8108-22b5206175eb,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_basestores.json#Name,Stores Screen,Schermata Negozi
b4cfb84b-c6ea-459d-9a25-6025e66b1c97,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_basestores.json#Description,The Stores screen allows you to view all of the items currently owned by your organisation. Excess items can be sold to raise additional funds.,La schermata Negozi ti consente di visualizzare tutti gli articoli attualmente di proprietà della tua organizzazione. Gli articoli in eccesso possono essere venduti per raccogliere fondi aggiuntivi.
ebed8e41-bf5c-4bc4-a2bb-8229dbeecd6f,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_engineering.json#Name,Engineering Screen,Schermata di ingegneria
b6687d0f-726b-4fae-9392-ad3fdd2da762,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_engineering.json#Description,The Engineering screen allows you to construct new battlefield equipment (and eventually vehicles / aircraft) to help battle the extraterrestrials. Additional Engineering projects are unlocked through completion of Research projects.,La schermata Ingegneria ti consente di costruire nuove attrezzature da campo di battaglia (ed eventualmente veicoli / aerei) per aiutare a combattere gli extraterrestri. Ulteriori progetti di ingegneria vengono sbloccati attraverso il completamento di progetti di ricerca.
913a0afc-9d35-4382-a2ef-59fca42d035a,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_geoscape.json#Name,Geoscape Screen,Schermo Geoscape
c02dc25f-73cc-422b-ab44-c615766b62da,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_geoscape.json#Description,"The Geoscape is where defensive operations against the aliens are conducted. Alien craft and ground missions will appear on the world map, which you must respond to with your interceptors and combat teams! The Geoscape is the only screen where time can be advanced - you can use the time arrows to speed up the flow of time!","Il Geoscape è il luogo in cui vengono condotte le operazioni difensive contro gli alieni. I velivoli alieni e le missioni di terra appariranno sulla mappa del mondo, a cui dovrai rispondere con i tuoi intercettori e le tue squadre di combattimento! Il Geoscape è l'unica schermata in cui il tempo può essere anticipato: puoi utilizzare le frecce del tempo per accelerare il flusso del tempo!"
bc7d5b8b-6519-4512-a9ee-099b278aca56,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_research.json#Name,Research Screen,Schermata di ricerca
3c9b1528-eaeb-44e1-9e15-06103e1cad48,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_research.json#Description,"The Research Screen allows you to direct the scientific efforts of your organisation, allowing you to discover the origins of the extraterrestrial threat and unlock improved equipment to help you defeat it.","La schermata di ricerca ti consente di dirigere gli sforzi scientifici della tua organizzazione, permettendoti di scoprire le origini della minaccia extraterrestre e sbloccare attrezzature migliorate per aiutarti a sconfiggerla."
3c30a326-76bd-4f89-a776-401f788b8eee,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_soldierequip.json#Name,Armory Screen,Schermo Armeria
e45b9e7a-79b3-4194-8094-621e45fbebda,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_soldierequip.json#Description,"The Armory screen allows you to view and change the equipment of the soldiers currently assigned to a dropship, and to assign new soldiers to vacant spaces in the dropship.",La schermata Armeria consente di visualizzare e modificare l'equipaggiamento dei soldati attualmente assegnati a una navicella e di assegnare nuovi soldati agli spazi liberi nella navicella.
874695c7-130a-4a31-a7a8-719e0733e299,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_soldiers.json#Name,Soldiers Screen,Schermata Soldati
45f009c7-6699-4fd9-9eb7-45719d8cce40,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_soldiers.json#Description,"The Soldiers Screen allows you to view the attributes and assignments of all soldiers serving your organisation, and to recruit additional soldiers if required.","La schermata Soldati ti consente di visualizzare gli attributi e le assegnazioni di tutti i soldati che servono la tua organizzazione e di reclutare soldati aggiuntivi, se necessario."
5e2aa0ed-81cd-44a4-8694-914c5b6ef705,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_xenopedia.json#Name,Archives Screen,Schermata Archivi
41f73e59-8fac-424e-a968-bf06036dccab,xenonauts-:-null.null-::-tooltips/buttons/topbar_nav_xenopedia.json#Description,"The Archives are the classified databanks of the Xenonaut organisation, containing a library of all research reports previously completed.","Gli Archivi sono le banche dati classificate dell'organizzazione Xenonaut, contenenti una libreria di tutti i rapporti di ricerca precedentemente completati."
d5208395-1942-49c8-a637-572d869c792f,xenonauts-:-null.null-::-tooltips/concepts/accuracy.json#Name,Accuracy,Precisione
be3624e4-9054-442d-86ab-a3fd832bed6b,xenonauts-:-null.null-::-tooltips/concepts/accuracy.json#Description,"Accuracy represents how accurate a soldier is when firing a weapon in combat. Soldiers with high Accuracy are capable of hitting enemies far more reliably than soldiers with low Accuracy. However, soldiers with low Accuracy are not useless - weapons with a high {{concept filename:""short_range_bonus"" text:""short range bonus""}} (e.g. shotguns) do not require high Accuracy to be effective. Soldiers gain 20 {{concept filename:""experience_progress_points"" text:""Progress Points""}} for every 1 TU spent on firing weapons at hostile units during combat.","La precisione rappresenta la precisione di un soldato quando spara con un'arma in combattimento. I soldati con alta precisione sono in grado di colpire i nemici in modo molto più affidabile rispetto ai soldati con bassa precisione. Tuttavia, i soldati con bassa precisione non sono inutili - armi con un alto {{concept filename:""short_range_bonus"" text:""short range bonus""}} (ad es. fucili da caccia) non richiedono un'elevata precisione per essere efficaci. I soldati ottengono 20 {{concept filename:""experience_progress_points"" text:""Progress Points""}} per ogni TU speso per sparare alle unità ostili durante il combattimento."
142d228e-902c-42b6-89dc-6df5445a7452,xenonauts-:-null.null-::-tooltips/concepts/accuracy_strategy.json#Name,Accuracy,Precisione
0786e7f1-688e-4a9a-9a57-23ba70c68876,xenonauts-:-null.null-::-tooltips/concepts/accuracy_strategy.json#Description,"Accuracy represents how accurate a soldier is when firing a weapon in combat. Soldiers with high Accuracy are capable of hitting enemies far more reliably than soldiers with low Accuracy. However, soldiers with low Accuracy are not useless - weapons with a high {{concept filename:""short_range_bonus"" text:""short range bonus""}} (e.g. shotguns) do not require high Accuracy to be effective.","La precisione rappresenta la precisione di un soldato quando spara con un'arma in combattimento. I soldati con alta precisione sono in grado di colpire i nemici in modo molto più affidabile rispetto ai soldati con bassa precisione. Tuttavia, i soldati con bassa precisione non sono inutili - armi con un alto {{concept filename:""short_range_bonus"" text:""short range bonus""}} (ad es. fucili da caccia) non richiedono un'elevata precisione per essere efficaci."
380a2d3c-34d3-46fe-81fa-3c6eec1d5f9e,xenonauts-:-null.null-::-tooltips/concepts/ac_ammo.json#Name,Ammo Capacity,Capacità munizioni
2b554d32-7dc8-4f57-92c4-2783dc159911,xenonauts-:-null.null-::-tooltips/concepts/ac_ammo.json#Description,The ammunition capacity of a weapon represents how many shots it can fire in aerial combat before being exhausted.,La capacità di munizioni di un'arma rappresenta quanti colpi può sparare in combattimento aereo prima di essere esaurita.
de9c4039-1b16-4b28-bde7-a5b51ac3d464,xenonauts-:-null.null-::-tooltips/concepts/ac_armour.json#Name,Aircraft Armour,Armatura aeronautica
2ed025d8-0f50-454d-8cfb-ac1a5e814827,xenonauts-:-null.null-::-tooltips/concepts/ac_armour.json#Description,"Armour will reduce the {{concept filename:""ac_damage"" text:""damage""}} sustained by an aircraft in battle, absorbing incoming damage before it is applied to the aircraft's {{concept filename:""ac_health"" text:""HP""}}. Some Armour HP is usually lost to {{concept filename:""ac_armour_destruction"" text:""Armour Destruction""}} after each hit, so even the most advanced armour cannot withstand unlimited punishment. Certain weapons may {{concept filename:""ac_armour_penetration"" text:""penetrate armour""}} more effectively than others, causing a portion of their damage to bypass Armour entirely.","L'armatura ridurrà lo {{concept filename:""ac_damage"" text:""damage""}} sostenuto da un velivolo in battaglia, assorbendo i danni in arrivo prima che venga applicato all' {{concept filename:""ac_health"" text:""HP""}}del velivolo. Alcuni HP dell'armatura di solito vengono persi a {{concept filename:""ac_armour_destruction"" text:""Armour Destruction""}} dopo ogni colpo, quindi anche l'armatura più avanzata non può sopportare punizioni illimitate. Alcune armi possono {{concept filename:""ac_armour_penetration"" text:""penetrate armour""}} in modo più efficace di altre, causando una parte dei loro danni per bypassare completamente l'Armatura."
360b044a-e1a1-4ba7-8b20-135245e56222,xenonauts-:-null.null-::-tooltips/concepts/ac_armour_destruction.json#Name,Armour Destruction,Distruzione dell'armatura
45d8f192-dc32-4176-9a99-dd08252ef347,xenonauts-:-null.null-::-tooltips/concepts/ac_armour_destruction.json#Description,"Armour Destruction represents the amount of {{concept filename:""ac_armour"" text:""Armour""}} on the target that is removed after each hit from this weapon. This process occurs after {{concept filename:""ac_damage"" text:""damage""}} is calculated, so only subsequent shots benefit from this reduced Armour.","Distruzione armatura rappresenta la quantità di {{concept filename:""ac_armour"" text:""Armour""}} sul bersaglio che viene rimossa dopo ogni colpo da quest' arma. Questo processo si verifica dopo aver calcolato {{concept filename:""ac_damage"" text:""damage""}} , quindi solo i tiri successivi beneficiano di questa Armatura ridotta."
7e430b6e-c9ac-46a1-9c95-4b90c8023250,xenonauts-:-null.null-::-tooltips/concepts/ac_armour_penetration.json#Name,Armour Penetration,Penetrazione dell'armatura
5dccb77c-b6f5-4ff7-aa95-832604e9dc6f,xenonauts-:-null.null-::-tooltips/concepts/ac_armour_penetration.json#Description,"The Armour Penetration of a weapon is used when calculating the {{concept filename:""ac_damage"" text:""damage""}} inflicted on a target with {{concept filename:""ac_armour"" text:""Armour""}}, as it reduces the effective Armour of the target. For example, a weapon dealing 30 Damage will normally remove 20 HP if the target has 10 Armour. If the weapon had 6 Armour Penetration, it would remove 26 HP (as the target would effectively have 4 Armour).","La Penetrazione dell'Armatura di un'arma viene utilizzata quando si calcola lo {{concept filename:""ac_damage"" text:""damage""}} inflitto a un bersaglio con {{concept filename:""ac_armour"" text:""Armour""}}, in quanto riduce l'Armatura effettiva del bersaglio. Ad esempio, un'arma che infligge 30 danni normalmente rimuove 20 PV se il bersaglio ha 10 Armature. Se l'arma avesse 6 Penetrazione dell'Armatura, rimuoverebbe 26 PV (poiché il bersaglio avrebbe effettivamente 4 Armature)."
bbc223a3-bd05-4eb5-a4ff-39fcc4709c4c,xenonauts-:-null.null-::-tooltips/concepts/ac_capacity.json#Name,Dropship Capacity,Capacità Dropship
